24610,18438,5,-1
126133,68715,4,-1
36847,217477,4,-1
79975,11400,3,-1
126127,22543,3,-1
34661,31532,4,-1
4125,995,4,-1
54679,2107,2,-1
13724,21447,3,-1
92937,19106,4,-1
66660,118915,3,-1
5472,52677,3,-1
75138,25186,3,-1
126365,31411,4,-1
75373,71317,5,-1
78633,28435,3,-1
80953,14139,4,-1
22680,146405,3,-1
33320,11621,4,-1
53119,76703,4,-1
135265,46831,4,-1
57714,13777,4,-1
6318,31058,5,-1
85164,44865,4,-1
64494,28031,4,-1
102140,19551,4,-1
65344,41774,2,-1
4157,121873,4,-1
67765,42580,3,-1
18150,30713,4,-1
48809,171771,4,-1
115216,16638,4,-1
34885,31345,3,-1
108919,81540,3,-1
76245,27119,4,-1
125257,17887,4,-1
76005,33117,3,-1
93805,9355,3,-1
87375,5967,4,-1
64490,17885,3,-1
133093,18489,4,-1
12611,3115,4,-1
18169,119324,5,-1
20002,21043,3,-1
103240,46992,4,-1
68867,16222,3,-1
24608,36800,4,-1
19497,29154,5,-1
74069,4192,4,-1
131911,11619,4,-1
98016,44560,2,-1
117625,11300,4,-1
24842,42632,4,-1
29055,97149,4,-1
56645,133339,3,-1
76474,43787,4,-1
91619,14550,3,-1
87122,5801,3,-1
14802,41816,4,-1
105352,17135,4,-1
94005,102419,4,-1
130312,4170,4,-1
12393,13728,3,-1
42802,40864,4,-1
131404,42124,4,-1
40621,87966,3,-1
70274,28044,4,-1
63746,37431,3,-1
61329,31183,4,-1
85539,2360,4,-1
119766,30839,4,-1
22195,20406,3,-1
104019,11220,3,-1
120749,63,4,-1
47252,38724,4,-1
38547,55,4,-1
8781,53113,3,-1
57078,68143,3,-1
41947,43157,5,-1
93142,156566,3,-1
41939,83443,3,-1
100907,5236,4,-1
76810,1999,4,-1
50685,140007,4,-1
6358,47491,3,-1
80071,996,4,-1
121823,210940,5,-1
120735,204762,4,-1
127360,28007,3,-1
105330,14527,4,-1
132750,42630,5,-1
57080,12094,3,-1
62430,25955,3,-1
95358,47643,3,-1
132753,2654,4,-1
75500,13933,4,-1
63523,115214,4,-1
33070,175065,3,-1
35258,50536,4,-1
119502,101609,2,-1
83379,145162,5,-1
39616,21755,4,-1
76605,31869,4,-1
86881,11012,4,-1
77918,47226,3,-1
105342,17906,4,-1
8561,29697,4,-1
11292,43522,4,-1
133855,9268,3,-1
48799,43327,3,-1
9412,45126,3,-1
72488,31774,3,-1
9655,62213,3,-1
117789,172908,4,-1
26549,86829,3,-1
266,3176,3,-1
51790,74349,3,-1
22184,38582,3,-1
84213,9846,4,-1
51795,6479,4,-1
34398,133716,3,-1
76831,210126,4,-1
87723,12890,3,-1
16743,14499,4,-1
37667,52270,3,-1
55910,11827,3,-1
39846,49481,3,-1
52405,84200,3,-1
7484,9549,3,-1
59280,378452,4,-1
73106,85,5,-1
72259,18417,3,-1
98645,982,4,-1
64876,3549,4,-1
64633,10628,2,-1
94287,20177,4,-1
6392,167935,3,-1
100935,227359,4,-1
118237,287877,4,-1
119326,76329,4,-1
85337,38728,4,-1
84484,661,4,-1
85574,39957,4,-1
109747,123334,3,-1
38746,197,4,-1
27614,169842,5,-1
110977,19661,4,-1
136070,11009,4,-1
86659,4543,3,-1
85569,112485,2,-1
100708,38560,3,-1
37886,29649,4,-1
38736,36447,4,-1
37889,30278,4,-1
37648,476,3,-1
12369,11791,3,-1
105132,4832,4,-1
23229,109404,4,-1
106464,9693,4,-1
108402,74103,3,-1
7269,179144,4,-1
73121,34223,3,-1
25887,55638,3,-1
98661,54436,4,-1
130539,41066,4,-1
61149,66701,4,-1
117124,1908,4,-1
112909,26038,4,-1
90931,24129,4,-1
76888,268522,3,-1
76405,14108,3,-1
86682,13384,4,-1
13666,75865,3,-1
46339,109475,3,-1
73137,19039,4,-1
22144,51739,4,-1
64428,68734,4,-1
117351,350,4,-1
50020,47186,4,-1
51110,20246,4,-1
118202,130798,4,-1
54867,203024,3,-1
50027,64682,3,-1
108648,586,4,-1
100921,73953,3,-1
130396,78274,4,-1
69688,28644,4,-1
71523,77936,4,-1
94642,24395,3,-1
7045,134096,5,-1
15260,80278,4,-1
37298,34615,4,-1
69207,167673,3,-1
13080,85715,4,-1
107372,98914,4,-1
44822,19143,3,-1
63902,71370,5,-1
59405,44479,3,-1
27484,47055,3,-1
48180,200547,3,-1
120589,15919,4,-1
79259,9448,4,-1
27002,91410,4,-1
9218,59964,4,-1
100972,51880,4,-1
68594,85340,3,-1
73937,13053,4,-1
26391,32969,4,-1
16119,52863,4,-1
67278,18317,4,-1
93544,111794,4,-1
91123,11083,4,-1
132343,174334,3,-1
90274,137429,4,-1
43961,27212,3,-1
20860,10191,3,-1
92217,4180,4,-1
39464,49220,4,-1
131498,22124,4,-1
92692,98554,3,-1
135617,65521,4,-1
43966,557,5,-1
102925,24134,4,-1
77068,45211,3,-1
117178,121250,4,-1
99082,51533,3,-1
94628,51352,4,-1
100743,156,4,-1
129145,3509,2,-1
108205,32563,3,-1
111853,72997,3,-1
108448,25501,3,-1
13066,5894,4,-1
108685,84288,5,-1
49258,316,4,-1
38367,54575,3,-1
29889,33799,4,-1
28792,105210,4,-1
2845,50247,5,-1
30884,59589,3,-1
3938,26480,3,-1
58339,58467,3,-1
57244,50875,4,-1
27223,81619,4,-1
33916,22826,4,-1
82681,77546,3,-1
15489,148371,4,-1
123837,14720,4,-1
121416,117044,4,-1
122504,19794,3,-1
117162,164353,4,-1
93563,9267,4,-1
73976,280795,3,-1
70222,921,4,-1
92478,72551,4,-1
132367,10331,3,-1
55072,244836,4,-1
78170,114638,5,-1
128280,118636,3,-1
62604,13428,5,-1
79269,183108,4,-1
59434,28000,4,-1
118006,1989,4,-1
1760,25335,4,-1
50621,34012,2,-1
80251,1590,3,-1
67052,44442,4,-1
19615,44338,4,-1
114705,25509,3,-1
69006,41343,4,-1
134711,113784,5,-1
132530,84338,3,-1
97717,5334,4,-1
113855,66027,3,-1
112764,3082,4,-1
23089,17275,4,-1
72893,43810,3,-1
63942,14804,4,-1
114702,27799,3,-1
94440,50314,4,-1
24175,125769,4,-1
80281,66148,3,-1
100536,13572,4,-1
134963,21488,3,-1
52818,25876,4,-1
112515,46871,3,-1
74602,115,3,-1
39420,23620,3,-1
59452,1984,3,-1
122560,14108,4,-1
111427,24655,4,-1
120378,232018,4,-1
82214,5177,5,-1
82698,19119,3,-1
16326,13475,4,-1
48132,12586,4,-1
68166,127862,3,-1
50888,344,4,-1
51976,83599,4,-1
118063,11463,4,-1
51977,14756,4,-1
96889,7944,4,-1
92287,157016,4,-1
96408,24925,4,-1
134977,362758,2,-1
61540,8067,4,-1
27423,8052,4,-1
58375,10274,4,-1
36141,118075,3,-1
120124,90125,4,-1
64808,89280,4,-1
87934,637,4,-1
59467,31261,4,-1
1317,34835,3,-1
106079,21589,4,-1
134502,19205,4,-1
111887,115531,3,-1
94456,23160,4,-1
92279,62567,4,-1
110557,16281,3,-1
112974,19167,4,-1
112732,43754,3,-1
98813,2440,5,-1
93128,228407,3,-1
27679,33068,4,-1
42810,4959,3,-1
94693,255906,3,-1
9053,12410,4,-1
58382,37438,3,-1
100768,59881,4,-1
27671,23404,3,-1
57058,20318,4,-1
69031,52440,3,-1
48596,160162,3,-1
14366,36488,3,-1
69033,17908,3,-1
40185,50950,4,-1
43215,44559,3,-1
110269,48996,3,-1
135565,52663,5,-1
75049,56935,3,-1
114626,28100,3,-1
45638,9029,4,-1
57622,21622,3,-1
79896,77780,3,-1
79898,57212,3,-1
11628,13923,4,-1
56773,141210,3,-1
123574,28053,3,-1
54597,40842,3,-1
110274,18197,4,-1
55206,81424,5,-1
89696,58080,3,-1
65010,83406,4,-1
110255,11083,4,-1
20583,1548,3,-1
102650,14851,3,-1
31467,22387,4,-1
123568,42430,5,-1
77465,22559,4,-1
1585,25112,3,-1
1584,20303,4,-1
112683,40732,4,-1
78559,14054,5,-1
101313,52639,3,-1
102888,25915,3,-1
91556,654,5,-1
20792,247112,2,-1
109493,10686,4,-1
42109,14235,3,-1
99039,16633,3,-1
83925,23282,5,-1
56557,291162,3,-1
36906,51794,3,-1
81750,5506,3,-1
34729,19463,3,-1
100675,77444,2,-1
125738,68850,4,-1
101767,1368,3,-1
88144,72026,5,-1
88131,16225,2,-1
90213,10243,4,-1
42572,14638,3,-1
125970,98262,4,-1
60819,9475,4,-1
123790,761,4,-1
17150,43115,3,-1
82825,5121,3,-1
30596,20277,3,-1
1128,11900,4,-1
32774,250651,4,-1
77006,17592,4,-1
11619,45273,3,-1
97081,14086,3,-1
125720,26623,3,-1
135363,3716,4,-1
137784,83721,3,-1
5724,14556,4,-1
63093,209799,4,-1
86196,3577,4,-1
127906,17887,4,-1
43896,135317,4,-1
22957,33474,3,-1
102682,96724,3,-1
71961,11624,3,-1
68316,104250,3,-1
67228,20312,4,-1
66136,124994,4,-1
101353,27915,4,-1
122291,321130,4,-1
79692,746,3,-1
115518,58591,3,-1
6828,42325,4,-1
34941,71982,4,-1
126405,378477,4,-1
57423,159907,3,-1
954,5820,3,-1
100256,279661,4,-1
49199,104396,4,-1
131174,91261,4,-1
4648,27719,4,-1
18218,31542,4,-1
69880,82327,4,-1
42310,42632,5,-1
16044,2362,4,-1
137956,45650,3,-1
104870,18406,3,-1
101364,43997,3,-1
124221,259358,3,-1
46917,11303,3,-1
32996,36196,4,-1
122277,301,4,-1
124212,31058,5,-1
39149,45599,3,-1
130092,17303,3,-1
104621,44434,4,-1
105711,11837,3,-1
28260,23518,5,-1
31666,101226,4,-1
129906,50780,4,-1
134690,54797,5,-1
134458,426,5,-1
95955,110491,4,-1
20750,42296,3,-1
90025,15804,5,-1
91357,215924,4,-1
70652,56906,4,-1
58771,17664,4,-1
21602,14061,3,-1
54177,21259,4,-1
126625,48155,4,-1
80468,124157,2,-1
133138,128006,4,-1
137737,912,5,-1
109069,179668,2,-1
5531,84111,3,-1
71993,107355,3,-1
2263,17990,5,-1
54185,128270,3,-1
43623,52311,4,-1
113309,37927,4,-1
39360,38674,4,-1
123106,297265,2,-1
59635,13958,4,-1
77046,50012,2,-1
81547,30421,4,-1
79229,26422,3,-1
101332,263614,4,-1
100488,43100,3,-1
100004,215656,4,-1
133143,24936,4,-1
95938,68684,4,-1
88176,19719,3,-1
22118,12166,3,-1
26719,43444,5,-1
64792,118497,4,-1
129963,30849,4,-1
25861,11143,5,-1
35679,89,4,-1
51000,59437,3,-1
124267,73642,3,-1
2024,33625,3,-1
79813,96394,4,-1
88765,117036,3,-1
136264,3082,4,-1
54756,84204,4,-1
85014,1956,3,-1
10375,159185,3,-1
60193,268386,2,-1
47403,45765,4,-1
63231,250766,4,-1
46554,900,5,-1
114216,10810,4,-1
75694,9516,3,-1
71095,14689,4,-1
74120,27883,5,-1
13417,62720,4,-1
125105,650,4,-1
89604,29399,4,-1
32395,48996,4,-1
88998,28089,3,-1
126676,80,4,-1
61055,33630,3,-1
135182,12289,4,-1
129949,199072,4,-1
136031,595,3,-1
84182,1632,4,-1
26938,32579,4,-1
81908,20224,4,-1
63486,71066,3,-1
65423,15671,3,-1
124496,4507,4,-1
3385,157820,3,-1
98346,46435,3,-1
22571,63481,4,-1
21482,108843,5,-1
36983,70687,3,-1
57808,47038,3,-1
128607,9647,4,-1
43267,9301,4,-1
101383,33441,4,-1
75238,207933,3,-1
100054,85564,3,-1
34791,3176,4,-1
32372,494,4,-1
31283,33688,4,-1
130744,266856,4,-1
22106,13927,4,-1
96390,7872,4,-1
52121,73283,3,-1
126417,52728,3,-1
96150,20069,4,-1
35400,50272,2,-1
5566,78480,4,-1
83087,87826,3,-1
76559,13055,4,-1
88531,210621,4,-1
137383,9684,3,-1
90606,1557,5,-1
129926,359353,3,-1
8837,29339,4,-1
21226,37947,3,-1
62173,256306,4,-1
135124,195311,4,-1
91973,18947,3,-1
135368,29745,3,-1
75484,41569,3,-1
69808,10294,4,-1
98364,38843,4,-1
38905,15600,4,-1
116694,14120,4,-1
33453,17645,5,-1
55401,55063,5,-1
29181,86391,3,-1
89897,25680,4,-1
136222,10409,3,-1
43488,15598,4,-1
137556,43310,4,-1
91963,39816,4,-1
137313,98364,3,-1
98119,70569,3,-1
45663,5493,3,-1
137315,183836,4,-1
96177,147729,5,-1
64129,121655,4,-1
74165,41263,4,-1
124061,39452,4,-1
73073,35927,3,-1
10349,141614,4,-1
562,851,4,-1
55650,117266,5,-1
32353,56831,3,-1
88316,13474,2,-1
91956,20375,4,-1
46990,14173,3,-1
29190,9414,4,-1
23868,48035,4,-1
43237,85588,5,-1
100085,9443,4,-1
19122,165904,4,-1
69827,50988,3,-1
75025,205798,4,-1
124052,120673,3,-1
48926,16311,4,-1
55662,62843,4,-1
114252,289314,4,-1
14919,45852,4,-1
53247,41212,3,-1
78789,52072,4,-1
79878,115665,3,-1
80863,102780,3,-1
11882,62695,3,-1
34526,33680,4,-1
46735,82838,4,-1
100093,311,5,-1
103362,48486,4,-1
43462,60899,4,-1
66568,31767,3,-1
43464,328595,3,-1
5136,25908,4,-1
130701,39211,4,-1
126222,56601,3,-1
119922,248870,4,-1
43227,33303,3,-1
117508,290555,3,-1
76352,99922,3,-1
12989,41059,4,-1
32331,133715,4,-1
21691,44214,4,-1
92828,39522,4,-1
108742,742,5,-1
74759,13094,2,-1
106320,38469,2,-1
6474,11594,3,-1
11181,6145,4,-1
52729,283712,4,-1
107898,5928,3,-1
96787,33701,3,-1
61444,133694,3,-1
110824,13913,4,-1
35393,14279,3,-1
34061,267480,3,-1
35159,16297,4,-1
119887,82760,3,-1
59128,39260,3,-1
83478,10475,4,-1
87833,42295,4,-1
15303,31023,4,-1
122805,79528,3,-1
38668,83099,4,-1
51888,21494,4,-1
51407,94069,4,-1
104153,25051,4,-1
62540,61044,3,-1
105486,83761,4,-1
61695,49334,4,-1
64961,42719,4,-1
40731,15,5,-1
26206,261375,4,-1
118541,13158,4,-1
18829,32097,4,-1
81045,1844,4,-1
51893,265727,4,-1
48450,169864,4,-1
17974,63945,3,-1
72119,1547,3,-1
6012,679,4,-1
47116,429,5,-1
96568,3293,3,-1
132874,14241,3,-1
95238,32075,3,-1
75864,49397,2,-1
73443,10679,3,-1
34283,43924,4,-1
71021,37810,4,-1
58293,31027,4,-1
126153,137182,5,-1
52997,2111,4,-1
81075,3577,4,-1
129416,285213,4,-1
15522,89462,3,-1
51666,77930,4,-1
12019,180576,2,-1
13589,130798,5,-1
94379,52207,2,-1
75639,39988,4,-1
6264,30588,4,-1
15530,10830,3,-1
24003,10515,4,-1
96794,16727,5,-1
28603,28171,3,-1
115008,2576,4,-1
387,16926,4,-1
66919,29126,4,-1
116102,75007,4,-1
84579,43766,4,-1
37544,139244,3,-1
14443,10882,3,-1
108968,9766,3,-1
29909,35927,3,-1
8696,21394,3,-1
103098,46705,3,-1
28818,44875,3,-1
138118,45871,3,-1
108540,77561,4,-1
105279,26121,4,-1
46244,108668,4,-1
118107,43791,4,-1
85218,105348,3,-1
120666,44009,2,-1
52774,36108,3,-1
20095,77449,3,-1
17924,42597,3,-1
13564,224992,4,-1
76749,305091,3,-1
128385,45609,4,-1
61492,48561,3,-1
55808,159002,3,-1
71059,43350,5,-1
75414,70027,3,-1
97421,33730,4,-1
72142,11198,4,-1
25316,13754,4,-1
106370,50401,3,-1
59174,131916,3,-1
101914,45578,5,-1
50364,162145,3,-1
119435,3083,4,-1
117016,10886,4,-1
7129,41714,5,-1
11156,9010,3,-1
136197,9659,4,-1
17932,13847,4,-1
39947,16765,4,-1
47316,11424,4,-1
20078,133021,3,-1
128378,4518,4,-1
74336,82620,5,-1
111933,91908,3,-1
36429,73770,3,-1
1831,29470,2,-1
35336,37292,3,-1
50374,14202,4,-1
77611,40222,3,-1
107429,210913,3,-1
91902,12228,4,-1
129219,134411,4,-1
12213,31586,3,-1
49727,55650,4,-1
105020,14811,5,-1
36893,64792,5,-1
96597,72648,4,-1
119648,10020,2,-1
22261,3558,4,-1
85467,283302,3,-1
35564,90511,5,-1
116389,15807,3,-1
11374,23160,4,-1
14884,389854,4,-1
18412,143928,4,-1
111512,26317,4,-1
88084,4552,4,-1
91017,10537,3,-1
15388,41714,3,-1
14299,157301,4,-1
131368,28422,4,-1
93436,55049,4,-1
56250,142168,4,-1
70550,52991,4,-1
84717,157847,4,-1
125911,14134,2,-1
124821,62491,4,-1
54076,18569,4,-1
59769,11389,5,-1
62929,50182,3,-1
50953,578,3,-1
24091,40593,4,-1
67382,37300,4,-1
100612,32166,3,-1
66294,21055,5,-1
124826,78206,4,-1
111745,38460,4,-1
17574,31670,4,-1
22922,284785,4,-1
9356,51472,4,-1
72986,46976,4,-1
9595,64877,3,-1
42517,231,4,-1
28226,174598,3,-1
59530,63311,4,-1
121790,76483,3,-1
83617,36815,3,-1
84705,70738,3,-1
42513,98398,5,-1
31862,89873,5,-1
22918,31688,4,-1
15158,20334,5,-1
36060,78998,4,-1
38240,926,4,-1
91276,17110,4,-1
95873,18499,3,-1
135983,109435,4,-1
16696,4967,3,-1
38002,38363,4,-1
95874,8981,3,-1
92368,19274,4,-1
93699,862,3,-1
26018,11824,4,-1
44928,84473,3,-1
27347,46982,3,-1
10908,169860,4,-1
109892,57830,3,-1
118136,37420,3,-1
71419,45244,4,-1
96717,25736,4,-1
50978,28705,4,-1
32701,17281,3,-1
107003,41097,3,-1
69599,215538,4,-1
113904,101520,4,-1
90178,26426,4,-1
111963,13928,3,-1
67178,40423,4,-1
96951,86616,4,-1
31839,9434,5,-1
71431,31987,3,-1
59552,112054,4,-1
120680,21033,4,-1
40312,10876,3,-1
107241,108155,3,-1
91263,6973,4,-1
59790,35838,5,-1
27594,24746,3,-1
27591,40693,4,-1
81466,244506,4,-1
67173,47038,3,-1
17559,1371,2,-1
93234,67530,3,-1
39797,62276,4,-1
14011,2320,3,-1
78083,41804,4,-1
59560,19997,3,-1
112406,41821,3,-1
28650,14830,4,-1
102836,11549,4,-1
60315,40562,3,-1
60799,12178,3,-1
24294,12596,4,-1
125713,38804,3,-1
120264,65509,4,-1
2740,2460,4,-1
121596,168138,3,-1
69361,16093,4,-1
81494,69299,4,-1
100896,148482,4,-1
4922,86997,4,-1
2749,27176,3,-1
93224,9358,5,-1
113724,84100,3,-1
95884,38774,4,-1
135930,98094,4,-1
131334,1844,3,-1
134840,28592,4,-1
15110,43891,4,-1
78071,41662,4,-1
59573,91052,4,-1
56065,132122,4,-1
59574,54148,4,-1
115903,44944,4,-1
124857,291,4,-1
122434,70149,3,-1
2998,82731,4,-1
84753,18050,3,-1
2510,202152,4,-1
17539,90125,4,-1
49340,29084,4,-1
118186,13689,4,-1
125947,78571,4,-1
16652,14510,2,-1
97614,38545,4,-1
96767,135,3,-1
98702,67636,4,-1
58495,11176,3,-1
1682,41110,3,-1
42946,829,4,-1
40523,276635,4,-1
20913,67696,3,-1
94584,43487,3,-1
42702,82881,4,-1
62759,8896,3,-1
58019,94405,4,-1
38207,1600,4,-1
76924,129728,4,-1
18833,24458,4,-1
30965,11844,4,-1
109229,25868,4,-1
74743,198365,5,-1
70389,59835,2,-1
134620,112087,4,-1
135952,45961,4,-1
133773,4203,3,-1
130266,69426,4,-1
12065,224414,4,-1
26467,18428,4,-1
40755,33560,5,-1
42934,86959,4,-1
28403,164184,4,-1
8085,44940,4,-1
100407,34276,3,-1
122651,15390,4,-1
123981,27843,3,-1
81026,58799,4,-1
121321,101653,3,-1
131360,103894,4,-1
63185,147729,-1,13
92502,36652,-1,55
121281,64828,-1,55
121280,95755,-1,13
2302,804,-1,12
4963,299104,-1,7
136305,11426,-1,24
67552,91459,-1,10
101680,46932,-1,19
101683,49600,-1,1
121272,126596,-1,29
31580,289,-1,7
66228,54563,-1,6
17290,97365,-1,49
76494,82698,-1,12
10668,85821,-1,39
54243,9910,-1,45
58604,148044,-1,19
58600,34574,-1,7
11994,258126,-1,33
59939,786,-1,56
101679,37312,-1,23
136318,21955,-1,1
108284,3549,-1,54
60928,32868,-1,34
10636,20348,-1,17
133290,24266,-1,17
72923,265111,-1,39
72920,21967,-1,56
87161,73600,-1,23
17276,36561,-1,4
80526,78399,-1,25
17272,26405,-1,47
125605,16664,-1,55
99141,26889,-1,31
79548,9910,-1,55
35925,5145,-1,51
88496,13023,-1,14
87193,28874,-1,23
18577,65044,-1,39
135889,198001,-1,2
104741,1547,-1,10
113696,11831,-1,55
116726,79465,-1,55
79570,14672,-1,32
43536,56152,-1,14
31554,18650,-1,12
111043,288952,-1,8
104733,44864,-1,24
104732,9652,-1,51
38173,4932,-1,2
18587,24385,-1,31
135898,675,-1,15
23935,278086,-1,19
43523,398452,-1,21
18589,406,-1,55
17258,161426,-1,12
60959,16857,-1,14
60956,247691,-1,55
35900,202941,-1,33
57315,1712,-1,55
57316,39141,-1,38
59975,19275,-1,26
10629,29146,-1,36
124334,34944,-1,7
113677,11170,-1,38
40489,21202,-1,37
1042,25875,-1,11
137608,37550,-1,8
54292,118,-1,12
79597,2261,-1,55
32862,38843,-1,19
26174,32543,-1,40
38151,13996,-1,45
40472,10863,-1,33
23918,9352,-1,31
113663,126376,-1,17
126980,1904,-1,25
43503,14756,-1,55
84932,15802,-1,3
99185,14279,-1,14
91217,109235,-1,18
24417,15451,-1,55
104785,11559,-1,3
59088,86782,-1,2
64435,52794,-1,1
24412,28519,-1,8
64439,128042,-1,26
115442,57655,-1,34
76424,16220,-1,40
52459,72460,-1,4
136387,105299,-1,49
135057,67079,-1,7
5418,21781,-1,22
12434,4825,-1,23
45349,43802,-1,12
64441,3064,-1,28
49703,27759,-1,9
44017,109843,-1,10
45343,33592,-1,32
103465,34626,-1,14
112399,34683,-1,34
1077,230846,-1,52
115425,10776,-1,2
34690,46584,-1,55
124385,55522,-1,25
124383,258,-1,22
24424,85414,-1,11
127409,18093,-1,18
77748,3014,-1,55
13777,12713,-1,17
46666,9281,-1,20
5442,44833,-1,35
19041,16372,-1,45
116744,14308,-1,5
75103,11235,-1,19
115413,86593,-1,1
116743,125858,-1,46
96042,29150,-1,16
115418,11291,-1,50
72073,93114,-1,5
32028,9802,-1,55
76443,42989,-1,50
116751,8545,-1,12
88427,59,-1,32
112397,901,-1,51
89755,10649,-1,29
65797,70670,-1,1
124365,142051,-1,55
24402,19974,-1,7
115407,179150,-1,54
135081,33273,-1,24
52481,12186,-1,13
76431,111794,-1,44
52488,27273,-1,24
32010,64690,-1,39
138113,13519,-1,56
32018,37557,-1,55
9805,100270,-1,26
90728,75612,-1,29
102160,21575,-1,41
128797,85556,-1,55
114147,680,-1,46
126133,68715,-1,24
21349,11384,-1,55
97391,51452,-1,56
32006,47046,-1,40
97393,36819,-1,42
51163,238,-1,55
126127,22543,-1,29
34661,31532,-1,9
115488,4203,-1,31
4125,995,-1,41
13724,21447,-1,1
64470,15696,-1,43
5472,52677,-1,19
135015,19433,-1,16
75138,25186,-1,41
30292,10598,-1,56
77786,259018,-1,55
