user_id,movie_id,score,block_size
5418,21781,3,-1
137472,1644,3,-1
49703,27759,2,-1
97105,130677,3,-1
6520,39833,3,-1
104554,33251,3,-1
44253,1594,3,-1
128984,54254,3,-1
103465,34626,3,-1
112399,34683,4,-1
113003,55584,4,-1
24421,fear+city%3A+a+family-style+comedy+1994,4,-1
127893,39130,3,-1
24424,85414,2,-1
124383,258,4,-1
127409,18093,5,-1
52220,359002,4,-1
87308,81048,4,-1
38819,177865,4,-1
53791,chely+wright%3A+wish+me+away+2011,4,-1
35542,180810,3,-1
10269,7459,2,-1
27907,40448,3,-1
49935,13763,3,-1
101492,49914,4,-1
42064,55802,4,-1
65543,24774,4,-1
138339,13909,3,-1
5442,44833,3,-1
44487,57622,3,-1
74259,50839,4,-1
101012,29884,4,-1
19041,16372,4,-1
115413,86593,4,-1
73168,44388,4,-1
63369,46503,4,-1
99557,66043,4,-1
116988,94331,3,-1
126792,48109,3,-1
115418,11291,4,-1
79951,38695,3,-1
125457,gremlins+2%3A+the+new+batch+1990,3,-1
80941,137614,2,-1
53327,11293,4,-1
89755,10649,3,-1
77538,62045,5,-1
86240,311,5,-1
7619,sam+peckinpah%27s+west%3A+legacy+of+a+hollywood+renegade+2004,4,-1
46899,65992,4,-1
113229,139948,4,-1
64460,nativity%21+2009,4,-1
67970,142,4,-1
64465,don%27t+bother+to+knock+1952,3,-1
101022,17709,3,-1
7632,14002,5,-1
125211,1583,5,-1
23311,boys+don%27t+cry+2000,4,-1
3032,37768,3,-1
75111,deadly+outlaw%3A+rekka+2002,4,-1
74260,51856,2,-1
135081,33273,3,-1
52488,27273,3,-1
87564,46338,3,-1
86231,55720,3,-1
7869,181886,4,-1
79949,21626,3,-1
105615,5060,4,-1
88650,9399,4,-1
90728,75612,4,-1
4370,l%27%C3%A2ge+d%27or+1930,4,-1
46884,15347,3,-1
75368,44813,3,-1
22430,15119,4,-1
24610,18438,5,-1
126133,68715,4,-1
36847,217477,4,-1
79975,11400,3,-1
32485,cassandra%27s+dream+2007,3,-1
126127,22543,3,-1
54432,tom+petty+and+the+heartbreakers%3A+runnin%27+down+a+dream+2007,3,-1
34661,31532,4,-1
4125,995,4,-1
54679,2107,2,-1
85179,tom+petty+and+the+heartbreakers%3A+runnin%27+down+a+dream+2007,4,-1
13724,21447,3,-1
92937,19106,4,-1
66660,118915,3,-1
5472,52677,3,-1
26809,gilles%27+wife+2004,3,-1
75138,25186,3,-1
126365,31411,4,-1
75373,71317,5,-1
35501,a+lamp+in+the+dark%3A+the+untold+history+of+the+bible+2009,4,-1
78633,28435,3,-1
80953,14139,4,-1
126116,trinity+and+beyond%3A+the+atomic+bomb+movie+1995,3,-1
22680,146405,3,-1
33320,11621,4,-1
53119,76703,4,-1
135265,46831,4,-1
57714,13777,4,-1
6318,31058,5,-1
85164,44865,4,-1
64494,28031,4,-1
102140,19551,4,-1
63166,the+beach+boys%3A+an+american+family+2000,3,-1
65344,41774,2,-1
4157,121873,4,-1
67765,42580,3,-1
18150,30713,4,-1
48809,171771,4,-1
115216,16638,4,-1
34885,31345,3,-1
108919,81540,3,-1
76245,27119,4,-1
125257,17887,4,-1
76005,33117,3,-1
93805,9355,3,-1
87375,5967,4,-1
64490,17885,3,-1
133093,18489,4,-1
90539,a+skin+too+few%3A+the+days+of+nick+drake+2002,3,-1
12611,3115,4,-1
18169,119324,5,-1
20002,21043,3,-1
103240,46992,4,-1
68867,16222,3,-1
24608,36800,4,-1
19497,29154,5,-1
74069,4192,4,-1
131911,11619,4,-1
98016,44560,2,-1
117625,11300,4,-1
25932,q+%26+a+1990,4,-1
24842,42632,4,-1
97166,whoopee%21+1930,2,-1
29055,97149,4,-1
56645,133339,3,-1
76474,43787,4,-1
42490,let%27s+get+lost+1988,5,-1
91619,14550,3,-1
87122,5801,3,-1
14802,41816,4,-1
105352,17135,4,-1
94005,102419,4,-1
130312,4170,4,-1
73546,von+ryan%27s+express+1965,4,-1
12393,13728,3,-1
42802,40864,4,-1
24376,le+donk+%26+scor-zay-zee+2009,4,-1
131404,42124,4,-1
40621,87966,3,-1
70274,28044,4,-1
63746,37431,3,-1
61329,31183,4,-1
85539,2360,4,-1
119766,30839,4,-1
22195,20406,3,-1
138048,viva+riva%21+2010,4,-1
104019,11220,3,-1
120749,63,4,-1
47252,38724,4,-1
138046,far+out+isn%27t+far+enough%3A+the+tomi+ungerer+story+2012,4,-1
38547,55,4,-1
15429,foo+fighters%3A+back+and+forth+2011,3,-1
8781,53113,3,-1
6368,am%C3%A9lie+2001,4,-1
57078,68143,3,-1
41947,43157,5,-1
93142,156566,3,-1
41939,83443,3,-1
100907,5236,4,-1
76810,1999,4,-1
50685,140007,4,-1
6358,47491,3,-1
80071,996,4,-1
106206,dug%27s+special+mission+2009,2,-1
121823,210940,5,-1
120735,204762,4,-1
127360,28007,3,-1
105330,14527,4,-1
132750,42630,5,-1
10192,the+cameraman%27s+revenge+1912,5,-1
57080,12094,3,-1
9887,the+true+story+of+puss+%27n+boots+2009,4,-1
62430,25955,3,-1
95358,47643,3,-1
132753,2654,4,-1
75500,13933,4,-1
63523,115214,4,-1
33070,175065,3,-1
35258,50536,4,-1
119502,101609,2,-1
83379,145162,5,-1
75998,it%27s+a+great+feeling+1949,4,-1
39616,21755,4,-1
76605,31869,4,-1
86881,11012,4,-1
77918,47226,3,-1
105342,17906,4,-1
8561,29697,4,-1
11292,43522,4,-1
133855,9268,3,-1
48799,43327,3,-1
71158,winners+%26+sinners+1983,4,-1
9412,45126,3,-1
7479,nicht+alle+waren+m%C3%B6rder+2006,3,-1
36574,dylan+moran%3A+monster+2004,5,-1
72488,31774,3,-1
9655,62213,3,-1
117789,172908,4,-1
26549,86829,3,-1
266,3176,3,-1
89905,what+a+way+to+go%21+1964,4,-1
51790,74349,3,-1
22184,38582,3,-1
84213,9846,4,-1
51795,6479,4,-1
34398,133716,3,-1
76831,210126,4,-1
87723,12890,3,-1
16743,14499,4,-1
37667,52270,3,-1
55910,11827,3,-1
39846,49481,3,-1
52405,84200,3,-1
7484,9549,3,-1
59280,378452,4,-1
106006,the+rocky+saga%3A+going+the+distance+2011,5,-1
73106,85,5,-1
72259,18417,3,-1
98645,982,4,-1
64876,3549,4,-1
64633,10628,2,-1
94287,20177,4,-1
6392,167935,3,-1
16719,paradise%3A+hope+2013,3,-1
100935,227359,4,-1
13209,man%27s+castle+1933,4,-1
118237,287877,4,-1
119326,76329,4,-1
85337,38728,4,-1
84484,661,4,-1
85574,39957,4,-1
109747,123334,3,-1
38746,197,4,-1
109524,love+%26+savagery+2009,4,-1
27614,169842,5,-1
110977,19661,4,-1
136070,11009,4,-1
86659,4543,3,-1
85569,112485,2,-1
100708,38560,3,-1
37886,29649,4,-1
109759,waco%3A+the+rules+of+engagement+1997,3,-1
38736,36447,4,-1
37889,30278,4,-1
37648,476,3,-1
12369,11791,3,-1
105132,4832,4,-1
6175,the+tale+of+zat%C3%B4ichi+1962,4,-1
23229,109404,4,-1
106464,9693,4,-1
108402,74103,3,-1
65983,citizen%27s+band+1977,2,-1
7269,179144,4,-1
73121,34223,3,-1
25887,55638,3,-1
73360,wrestling+for+jesus%3A+the+tale+of+t-money+2011,4,-1
7262,momma%27s+man+2008,4,-1
98661,54436,4,-1
130539,41066,4,-1
61149,66701,4,-1
117124,1908,4,-1
112909,26038,4,-1
90931,24129,4,-1
76888,268522,3,-1
37875,hustle+%26+flow+2005,4,-1
76405,14108,3,-1
86682,13384,4,-1
137173,mr.+magoo%27s+christmas+carol+1962,3,-1
13666,75865,3,-1
117360,just+friends%3F+2009,3,-1
46339,109475,3,-1
49603,pain+%26+gain+2013,3,-1
73137,19039,4,-1
22144,51739,4,-1
64428,68734,4,-1
117351,350,4,-1
50020,47186,4,-1
51110,20246,4,-1
118202,130798,4,-1
35443,ray+harryhausen%3A+special+effects+titan+2011,3,-1
54867,203024,3,-1
50027,64682,3,-1
108648,586,4,-1
100921,73953,3,-1
130396,78274,4,-1
69688,28644,4,-1
71523,77936,4,-1
94642,24395,3,-1
7045,134096,5,-1
15260,80278,4,-1
14178,the+lord+of+the+rings%3A+the+return+of+the+king+2003,4,-1
37298,34615,4,-1
69207,167673,3,-1
13080,85715,4,-1
107372,98914,4,-1
44822,19143,3,-1
63902,71370,5,-1
81577,van+diemen%27s+land+2009,3,-1
59405,44479,3,-1
27484,47055,3,-1
48180,200547,3,-1
120589,15919,4,-1
79259,9448,4,-1
27002,91410,4,-1
9218,59964,4,-1
100972,51880,4,-1
118031,buster+keaton%3A+a+hard+act+to+follow+1987,4,-1
119120,d2%3A+the+mighty+ducks+1994,4,-1
68594,85340,3,-1
73937,13053,4,-1
26391,32969,4,-1
16119,52863,4,-1
67278,18317,4,-1
93544,111794,4,-1
91123,11083,4,-1
132343,174334,3,-1
90274,137429,4,-1
43961,27212,3,-1
20860,10191,3,-1
69696,harvest%3A+3_000+years+1976,3,-1
92217,4180,4,-1
39464,49220,4,-1
131498,22124,4,-1
41788,if+a+tree+falls%3A+a+story+of+the+earth+liberation+front+2011,3,-1
92692,98554,3,-1
135617,65521,4,-1
43966,557,5,-1
102925,24134,4,-1
77068,45211,3,-1
117178,121250,4,-1
99082,51533,3,-1
94628,51352,4,-1
91119,breakfast+at+tiffany%27s+1961,5,-1
100743,156,4,-1
129145,3509,2,-1
108205,32563,3,-1
111853,72997,3,-1
108448,25501,3,-1
13066,5894,4,-1
131268,mr.+bjarnfre%C3%B0arson+2009,5,-1
108685,84288,5,-1
49258,316,4,-1
38367,54575,3,-1
29889,33799,4,-1
28792,105210,4,-1
2845,50247,5,-1
30884,59589,3,-1
3938,26480,3,-1
58339,58467,3,-1
57244,50875,4,-1
27223,81619,4,-1
33916,22826,4,-1
82681,77546,3,-1
75910,the+10th+district+court%3A+moments+of+trial+2004,3,-1
15489,148371,4,-1
123837,14720,4,-1
121416,117044,4,-1
122504,19794,3,-1
117162,164353,4,-1
94895,you%27ve+been+trumped+2012,5,-1
93563,9267,4,-1
73976,280795,3,-1
70222,921,4,-1
71312,we+are+the+best%21+2013,4,-1
92478,72551,4,-1
132367,10331,3,-1
55072,244836,4,-1
78170,114638,5,-1
40677,fred+%26+vinnie+2011,5,-1
128280,118636,3,-1
62604,13428,5,-1
79269,183108,4,-1
59434,28000,4,-1
118006,1989,4,-1
1760,25335,4,-1
50621,34012,2,-1
80251,1590,3,-1
67052,44442,4,-1
19615,44338,4,-1
114705,25509,3,-1
17640,holy+smoke%21+1999,2,-1
69006,41343,4,-1
134711,113784,5,-1
132530,84338,3,-1
97717,5334,4,-1
113855,66027,3,-1
112764,3082,4,-1
113850,the+irony+of+fate_+or+enjoy+your+bath%21+1975,4,-1
23089,17275,4,-1
72893,43810,3,-1
63942,14804,4,-1
114702,27799,3,-1
94440,50314,4,-1
24175,125769,4,-1
80281,66148,3,-1
97709,louis+c.k.%3A+hilarious+2010,4,-1
100536,13572,4,-1
134963,21488,3,-1
52818,25876,4,-1
112515,46871,3,-1
74602,115,3,-1
39420,23620,3,-1
59452,1984,3,-1
122560,14108,4,-1
111427,24655,4,-1
85727,the+nun%27s+story+1959,4,-1
120378,232018,4,-1
82214,5177,5,-1
82698,19119,3,-1
16326,13475,4,-1
48132,12586,4,-1
68166,127862,3,-1
50888,344,4,-1
51976,83599,4,-1
118063,11463,4,-1
51977,14756,4,-1
96889,7944,4,-1
92287,157016,4,-1
96408,24925,4,-1
134977,362758,2,-1
61540,8067,4,-1
73521,the+tale+of+zat%C3%B4ichi+continues+1962,4,-1
27423,8052,4,-1
58375,10274,4,-1
36141,118075,3,-1
120124,90125,4,-1
64808,89280,4,-1
87934,637,4,-1
59467,31261,4,-1
1317,34835,3,-1
106079,21589,4,-1
134502,19205,4,-1
110315,colin+quinn%3A+long+story+short+2011,4,-1
111887,115531,3,-1
94456,23160,4,-1
92279,62567,4,-1
110557,16281,3,-1
112974,19167,4,-1
112732,43754,3,-1
98813,2440,5,-1
93128,228407,3,-1
1572,grass%3A+a+nation%27s+battle+for+life+1925,4,-1
27679,33068,4,-1
42810,4959,3,-1
94693,255906,3,-1
9053,12410,4,-1
58382,37438,3,-1
100768,59881,4,-1
27671,23404,3,-1
57058,20318,4,-1
69031,52440,3,-1
48596,160162,3,-1
14366,36488,3,-1
52841,killjoy+2%3A+deliverance+from+evil+2002,4,-1
14367,madonna%27s+pig+2011,3,-1
69033,17908,3,-1
123868,the+lion+king+2%3A+simba%27s+pride+1998,3,-1
40185,50950,4,-1
43215,44559,3,-1
110269,48996,3,-1
91771,my+night+at+maud%27s+1969,4,-1
136659,fear%28s%29+of+the+dark+2008,3,-1
135565,52663,5,-1
75049,56935,3,-1
114626,28100,3,-1
45638,9029,4,-1
57622,21622,3,-1
79896,77780,3,-1
31235,may+i+kill+u%3F+2013,4,-1
58950,the+lord+of+the+rings%3A+the+return+of+the+king+2003,5,-1
79898,57212,3,-1
11628,13923,4,-1
56773,141210,3,-1
123574,28053,3,-1
80643,glow%3A+the+story+of+the+gorgeous+ladies+of+wrestling+2012,4,-1
54597,40842,3,-1
110274,18197,4,-1
55206,81424,5,-1
35837,gulliver%27s+travels+1977,3,-1
89696,58080,3,-1
18267,the+first+%2420+million+is+always+the+hardest+2002,4,-1
65010,83406,4,-1
110255,11083,4,-1
20583,1548,3,-1
102650,14851,3,-1
31467,22387,4,-1
123568,42430,5,-1
77465,22559,4,-1
1585,25112,3,-1
1584,20303,4,-1
112683,40732,4,-1
78559,14054,5,-1
101313,52639,3,-1
102888,25915,3,-1
91556,654,5,-1
20792,247112,2,-1
67446,all+the+president%27s+men+1976,3,-1
68534,stacy%27s+knights+1983,3,-1
109493,10686,4,-1
42109,14235,3,-1
99039,16633,3,-1
83925,23282,5,-1
53280,katt+williams%3A+priceless%3A+afterlife+2014,5,-1
56557,291162,3,-1
36906,51794,3,-1
81750,5506,3,-1
4863,caf%C3%A9+metropole+1937,3,-1
34729,19463,3,-1
100675,77444,2,-1
125738,68850,4,-1
101767,1368,3,-1
88144,72026,5,-1
88131,16225,2,-1
90213,10243,4,-1
42572,14638,3,-1
125970,98262,4,-1
60819,9475,4,-1
123790,761,4,-1
17150,43115,3,-1
82825,5121,3,-1
30596,20277,3,-1
1128,11900,4,-1
32774,250651,4,-1
81745,craig+ferguson%3A+does+this+need+to+be+said%3F+2011,4,-1
77006,17592,4,-1
11619,45273,3,-1
97081,14086,3,-1
125720,26623,3,-1
135363,3716,4,-1
137784,83721,3,-1
5724,14556,4,-1
63093,209799,4,-1
86196,3577,4,-1
127906,17887,4,-1
43896,135317,4,-1
22957,33474,3,-1
102682,96724,3,-1
71961,11624,3,-1
68316,104250,3,-1
67228,20312,4,-1
66136,124994,4,-1
101353,27915,4,-1
122291,321130,4,-1
79692,746,3,-1
83706,berserk%3A+the+golden+age+arc+3+-+the+advent+2013,4,-1
115518,58591,3,-1
54397,devil%27s+playground+2002,3,-1
6828,42325,4,-1
34941,71982,4,-1
76189,ira+%26+abby+2006,4,-1
126405,378477,4,-1
57423,159907,3,-1
954,5820,3,-1
100256,279661,4,-1
49199,104396,4,-1
131174,91261,4,-1
959,lakota+woman%3A+siege+at+wounded+knee+1994,4,-1
4648,27719,4,-1
18218,31542,4,-1
69880,82327,4,-1
42310,42632,5,-1
16044,2362,4,-1
137956,45650,3,-1
102692,women+aren%27t+funny+2014,4,-1
104870,18406,3,-1
101364,43997,3,-1
124221,259358,3,-1
46917,11303,3,-1
82611,chesty%3A+a+tribute+to+a+legend+1976,4,-1
128818,don%E2%80%99t+stop+believin%E2%80%99%3A+everyman%E2%80%99s+journey+2013,4,-1
32996,36196,4,-1
122277,301,4,-1
124212,31058,5,-1
39149,45599,3,-1
130092,17303,3,-1
104621,44434,4,-1
105711,11837,3,-1
101357,carol+channing%3A+larger+than+life+2012,3,-1
28260,23518,5,-1
31666,101226,4,-1
129906,50780,4,-1
134690,54797,5,-1
134458,426,5,-1
95955,110491,4,-1
20750,42296,3,-1
90025,15804,5,-1
91357,215924,4,-1
70652,56906,4,-1
114400,the+officers%27+ward+2001,4,-1
58771,17664,4,-1
61700,12th+%26+delaware+2010,4,-1
21602,14061,3,-1
54177,21259,4,-1
126625,48155,4,-1
80468,124157,2,-1
104832,ricky+gervais%3A+out+of+england+-+the+stand-up+special+2008,4,-1
131190,yossi+%26+jagger+2002,4,-1
90495,jacob%27s+ladder+1990,3,-1
133138,128006,4,-1
137737,912,5,-1
109069,179668,2,-1
5531,84111,3,-1
71993,107355,3,-1
2263,17990,5,-1
54185,128270,3,-1
43623,52311,4,-1
113309,37927,4,-1
39360,38674,4,-1
123106,297265,2,-1
59635,13958,4,-1
77046,50012,2,-1
81547,30421,4,-1
79229,26422,3,-1
101332,263614,4,-1
100488,43100,3,-1
100004,215656,4,-1
133143,24936,4,-1
95938,68684,4,-1
88176,19719,3,-1
22118,12166,3,-1
26719,43444,5,-1
64792,118497,4,-1
90840,king+of+devil%27s+island+2010,4,-1
129721,jacob%27s+ladder+1990,4,-1
43298,justice+league%3A+war+2014,4,-1
129963,30849,4,-1
25861,11143,5,-1
127782,the+boys+%26+girls+guide+to+getting+down+2007,4,-1
35679,89,4,-1
76782,amy%27s+orgasm+2001,2,-1
77871,dig%21+2004,5,-1
51000,59437,3,-1
124267,73642,3,-1
2024,33625,3,-1
79813,96394,4,-1
88765,117036,3,-1
136264,3082,4,-1
51007,if+it%27s+tuesday_+this+must+be+belgium+1969,4,-1
54756,84204,4,-1
85014,1956,3,-1
10375,159185,3,-1
12314,the+rumble+in+the+air%3A+conditioned+auditorium+2012,4,-1
60193,268386,2,-1
47403,45765,4,-1
63231,250766,4,-1
46554,900,5,-1
47644,dead+man%27s+shoes+2004,4,-1
113126,the+lodger%3A+a+story+of+the+london+fog+1927,3,-1
126686,legend+of+the+fist%3A+the+return+of+chen+zhen+2010,3,-1
114216,10810,4,-1
75694,9516,3,-1
71095,14689,4,-1
74120,27883,5,-1
53671,adventures+of+kitty+o%27day+1945,3,-1
13417,62720,4,-1
125105,650,4,-1
89604,29399,4,-1
32395,48996,4,-1
88998,28089,3,-1
126676,80,4,-1
61055,33630,3,-1
135182,12289,4,-1
129949,199072,4,-1
136031,595,3,-1
44125,house+iii%3A+the+horror+show+1989,4,-1
84182,1632,4,-1
26938,32579,4,-1
81908,20224,4,-1
21243,mardock+scramble%3A+the+second+combustion+2011,3,-1
63486,71066,3,-1
65423,15671,3,-1
124496,4507,4,-1
3385,157820,3,-1
99678,never+say...+never%21+2005,3,-1
127761,it%27s+a+mad_+mad_+mad_+mad+world+1963,3,-1
98346,46435,3,-1
51021,boys+don%27t+cry+1999,5,-1
76563,stacy%27s+knights+1983,2,-1
22571,63481,4,-1
21482,108843,5,-1
36983,70687,3,-1
57808,47038,3,-1
90617,mermaid+chronicles+part+1%3A+she+creature+2001,4,-1
128607,9647,4,-1
43267,9301,4,-1
101383,33441,4,-1
75238,207933,3,-1
100054,85564,3,-1
114676,advise+%26+consent+1962,5,-1
34791,3176,4,-1
32372,494,4,-1
31283,33688,4,-1
130744,266856,4,-1
22106,13927,4,-1
96390,7872,4,-1
52121,73283,3,-1
126417,52728,3,-1
96150,20069,4,-1
35400,50272,2,-1
126898,santa%27s+apprentice+2010,3,-1
5566,78480,4,-1
138477,the+land+before+time+xi%3A+invasion+of+the+tinysauruses+2005,4,-1
83087,87826,3,-1
76559,13055,4,-1
88531,210621,4,-1
137383,9684,3,-1
90606,1557,5,-1
129926,359353,3,-1
8837,29339,4,-1
21226,37947,3,-1
62173,256306,4,-1
135124,195311,4,-1
91973,18947,3,-1
135368,29745,3,-1
75484,41569,3,-1
69808,10294,4,-1
98364,38843,4,-1
38905,15600,4,-1
116694,14120,4,-1
33453,17645,5,-1
55401,55063,5,-1
29181,86391,3,-1
89897,25680,4,-1
136222,10409,3,-1
125391,the+grocer%27s+son+2007,4,-1
43488,15598,4,-1
137556,43310,4,-1
91963,39816,4,-1
137313,98364,3,-1
98119,70569,3,-1
45663,5493,3,-1
137315,183836,4,-1
96177,147729,5,-1
64129,121655,4,-1
74165,41263,4,-1
124061,39452,4,-1
73073,35927,3,-1
10349,141614,4,-1
562,851,4,-1
55650,117266,5,-1
32353,56831,3,-1
88316,13474,2,-1
77425,a+cinderella+story%3A+once+upon+a+song+2011,4,-1
91956,20375,4,-1
46990,14173,3,-1
29190,9414,4,-1
23868,48035,4,-1
47832,old+men+in+new+cars%3A+in+china+they+eat+dogs+ii+2002,4,-1
43237,85588,5,-1
100085,9443,4,-1
19122,165904,4,-1
69827,50988,3,-1
75025,205798,4,-1
124052,120673,3,-1
48926,16311,4,-1
55662,62843,4,-1
114252,289314,4,-1
14919,45852,4,-1
78302,trigun%3A+badlands+rumble+2010,5,-1
53247,41212,3,-1
78789,52072,4,-1
79878,115665,3,-1
80863,102780,3,-1
11882,62695,3,-1
90418,th%C3%A9r%C3%A8se+2012,3,-1
34526,33680,4,-1
25815,all+in%3A+the+poker+movie+2012,4,-1
46735,82838,4,-1
100093,311,5,-1
103362,48486,4,-1
43462,60899,4,-1
66568,31767,3,-1
43464,328595,3,-1
5136,25908,4,-1
130701,39211,4,-1
126222,56601,3,-1
119922,248870,4,-1
43227,33303,3,-1
117508,290555,3,-1
76352,99922,3,-1
12989,41059,4,-1
32331,133715,4,-1
21691,44214,4,-1
90405,charlie+chan%27s+secret+1936,4,-1
92828,39522,4,-1
108742,742,5,-1
74759,13094,2,-1
106320,38469,2,-1
6474,11594,3,-1
11181,6145,4,-1
52729,283712,4,-1
7565,insidious%3A+chapter+2+2013,4,-1
107898,5928,3,-1
96787,33701,3,-1
61444,133694,3,-1
95453,lone+wolf+and+cub%3A+baby+cart+to+hades+1972,5,-1
110824,13913,4,-1
35393,14279,3,-1
34061,267480,3,-1
35159,16297,4,-1
119887,82760,3,-1
119645,paradise+lost+2%3A+revelations+2000,4,-1
59128,39260,3,-1
83478,10475,4,-1
87833,42295,4,-1
15303,31023,4,-1
122805,79528,3,-1
38668,83099,4,-1
51888,21494,4,-1
51407,94069,4,-1
104153,25051,4,-1
62540,61044,3,-1
105486,83761,4,-1
61695,49334,4,-1
64961,42719,4,-1
40731,15,5,-1
26206,261375,4,-1
118541,13158,4,-1
64719,casanova+2005,5,-1
18829,32097,4,-1
81045,1844,4,-1
58049,boomerang%21+1947,4,-1
51893,265727,4,-1
107659,mais+qui+a+tu%C3%A9+pamela+rose+%3F+2003,3,-1
48450,169864,4,-1
17974,63945,3,-1
14227,steam%3A+the+turkish+bath+1997,4,-1
81282,national+lampoon%E2%80%99s+van+wilder+2002,4,-1
72119,1547,3,-1
6012,679,4,-1
58290,sick%3A+the+life+and+death+of+bob+flanagan_+supermasochist+1997,4,-1
47116,429,5,-1
96568,3293,3,-1
132874,14241,3,-1
95238,32075,3,-1
75864,49397,2,-1
73443,10679,3,-1
34283,43924,4,-1
71021,37810,4,-1
58293,31027,4,-1
